10;HF50202;72;正常;上行;PS3;2021/4/5  5:17:30 AM;-575;2021/4/5  5:17:30 AM;-575;;
10;HF50202;72;正常;上行;九联圩站2;2021/4/5  5:18:07 AM;-580;2021/4/5  5:18:07 AM;-580;;
10;HF50202;72;正常;上行;丙子铺站2;2021/4/5  5:19:12 AM;-598;2021/4/5  5:19:12 AM;-598;;
10;HF50202;72;正常;上行;万年埠站2;2021/4/5  5:20:23 AM;-618;2021/4/5  5:20:23 AM;-618;;
20;ZG50302;64;正常;上行;PS4;2021/4/5  5:20:29 AM;-592;2021/4/5  5:20:29 AM;-592;;
20;ZG50302;64;正常;上行;九联圩站2;2021/4/5  5:21:06 AM;-597;2021/4/5  5:21:06 AM;-597;;
10;HF50202;72;正常;上行;万达城站2;2021/4/5  5:21:14 AM;-640;2021/4/5  5:21:14 AM;-640;;
10;HF50202;72;正常;上行;PS22;2021/4/5  5:21:31 AM;-648;2021/4/5  5:21:31 AM;-648;;
10;HF50202;72;正常;上行;云谷路站2;2021/4/5  5:22:09 AM;-659;2021/4/5  5:22:09 AM;-659;;
20;ZG50302;64;正常;上行;丙子铺站2;2021/4/5  5:22:10 AM;-616;2021/4/5  5:22:10 AM;-616;;
10;HF50202;72;正常;上行;金斗公园站2;2021/4/5  5:23:19 AM;-682;2021/4/5  5:23:19 AM;-682;;
20;ZG50302;64;正常;上行;万年埠站2;2021/4/5  5:23:21 AM;-636;2021/4/5  5:23:21 AM;-636;;
20;ZG50302;64;正常;上行;万达城站2;2021/4/5  5:24:14 AM;-656;2021/4/5  5:24:14 AM;-656;;
10;HF50202;72;正常;上行;塘西河公园站2;2021/4/5  5:24:15 AM;-705;2021/4/5  5:24:15 AM;-705;;
20;ZG50302;64;正常;上行;PS22;2021/4/5  5:24:30 AM;-665;2021/4/5  5:24:30 AM;-665;;
5;HF50402;72;正常;上行;PS3;2021/4/5  5:24:57 AM;-519;2021/4/5  5:24:57 AM;-519;;
20;ZG50302;64;正常;上行;云谷路站2;2021/4/5  5:25:08 AM;-676;2021/4/5  5:25:08 AM;-676;;
10;HF50202;72;正常;上行;紫庐站2;2021/4/5  5:25:22 AM;-724;2021/4/5  5:25:22 AM;-724;;
