17;ZG50302;64;正常;上行;PS4;2021/4/13  5:25:04 AM;-317;2021/4/13  5:25:04 AM;-317;;
17;ZG50302;64;正常;上行;九联圩站2;2021/4/13  5:25:41 AM;-322;2021/4/13  5:25:41 AM;-322;;
17;ZG50302;64;正常;上行;丙子铺站2;2021/4/13  5:26:45 AM;-341;2021/4/13  5:26:45 AM;-341;;
5;HF50402;72;正常;上行;PS3;2021/4/13  5:27:31 AM;-394;2021/4/13  5:27:31 AM;-394;;
17;ZG50302;64;正常;上行;万年埠站2;2021/4/13  5:27:56 AM;-361;2021/4/13  5:27:56 AM;-361;;
5;HF50402;72;正常;上行;九联圩站2;2021/4/13  5:28:08 AM;-399;2021/4/13  5:28:08 AM;-399;;
17;ZG50302;64;正常;上行;万达城站2;2021/4/13  5:28:48 AM;-382;2021/4/13  5:28:48 AM;-382;;
17;ZG50302;64;正常;上行;PS22;2021/4/13  5:29:04 AM;-391;2021/4/13  5:29:04 AM;-391;;
5;HF50402;72;正常;上行;丙子铺站2;2021/4/13  5:29:13 AM;-417;2021/4/13  5:29:13 AM;-417;;
17;ZG50302;64;正常;上行;云谷路站2;2021/4/13  5:29:43 AM;-401;2021/4/13  5:29:43 AM;-401;;
5;HF50402;72;正常;上行;万年埠站2;2021/4/13  5:30:23 AM;-438;2021/4/13  5:30:23 AM;-438;;
17;ZG50302;64;正常;上行;金斗公园站2;2021/4/13  5:30:52 AM;-425;2021/4/13  5:30:52 AM;-425;;
5;HF50402;72;正常;上行;万达城站2;2021/4/13  5:31:16 AM;-458;2021/4/13  5:31:16 AM;-458;;
5;HF50402;72;正常;上行;PS22;2021/4/13  5:31:32 AM;-467;2021/4/13  5:31:32 AM;-467;;
17;ZG50302;64;正常;上行;塘西河公园站2;2021/4/13  5:31:48 AM;-448;2021/4/13  5:31:48 AM;-448;;
3;HF50502;73;正常;上行;PS4;2021/4/13  5:32:02 AM;-476;2021/4/13  5:32:02 AM;-476;;
5;HF50402;72;正常;上行;云谷路站2;2021/4/13  5:32:10 AM;-478;2021/4/13  5:32:10 AM;-478;;
3;HF50502;73;正常;上行;九联圩站2;2021/4/13  5:32:39 AM;-481;2021/4/13  5:32:39 AM;-481;;
17;ZG50302;64;正常;上行;紫庐站2;2021/4/13  5:32:55 AM;-467;2021/4/13  5:32:55 AM;-467;;
17;ZG50302;64;正常;上行;PS24;2021/4/13  5:33:14 AM;-471;2021/4/13  5:33:14 AM;-471;;
5;HF50402;72;正常;上行;金斗公园站2;2021/4/13  5:33:19 AM;-502;2021/4/13  5:33:19 AM;-502;;
3;HF50502;73;正常;上行;丙子铺站2;2021/4/13  5:33:43 AM;-500;2021/4/13  5:33:43 AM;-500;;
5;HF50402;72;正常;上行;塘西河公园站2;2021/4/13  5:34:15 AM;-525;2021/4/13  5:34:15 AM;-525;;
17;ZG50302;64;正常;上行;滨湖会展中心站2;2021/4/13  5:34:21 AM;-499;2021/4/13  5:34:21 AM;-499;;
3;HF50502;73;正常;上行;万年埠站2;2021/4/13  5:34:53 AM;-521;2021/4/13  5:34:53 AM;-521;;
5;HF50402;72;正常;上行;紫庐站2;2021/4/13  5:35:22 AM;-544;2021/4/13  5:35:22 AM;-544;;
7;HF50602;72;正常;上行;PS3;2021/4/13  5:35:23 AM;-463;2021/4/13  5:35:23 AM;-463;;
5;HF50402;72;正常;上行;PS24;2021/4/13  5:35:41 AM;-548;2021/4/13  5:35:41 AM;-548;;
3;HF50502;73;正常;上行;万达城站2;2021/4/13  5:35:45 AM;-542;2021/4/13  5:35:45 AM;-542;;
7;HF50602;72;正常;上行;九联圩站2;2021/4/13  5:36:01 AM;-467;2021/4/13  5:36:01 AM;-467;;
3;HF50502;73;正常;上行;PS22;2021/4/13  5:36:02 AM;-550;2021/4/13  5:36:02 AM;-550;;
17;ZG50302;64;正常;上行;高王站2;2021/4/13  5:36:39 AM;-523;2021/4/13  5:36:39 AM;-523;;
3;HF50502;73;正常;上行;云谷路站2;2021/4/13  5:36:40 AM;-561;2021/4/13  5:36:40 AM;-561;;
5;HF50402;72;正常;上行;滨湖会展中心站2;2021/4/13  5:36:52 AM;-572;2021/4/13  5:36:52 AM;-572;;
7;HF50602;72;正常;上行;丙子铺站2;2021/4/13  5:37:06 AM;-485;2021/4/13  5:37:06 AM;-485;;
17;ZG50302;64;正常;上行;PS20;2021/4/13  5:37:09 AM;-543;2021/4/13  5:37:09 AM;-543;;
3;HF50502;73;正常;上行;金斗公园站2;2021/4/13  5:37:49 AM;-585;2021/4/13  5:37:49 AM;-585;;
7;HF50602;72;正常;上行;万年埠站2;2021/4/13  5:38:16 AM;-506;2021/4/13  5:38:16 AM;-506;;
17;ZG50302;64;正常;上行;骆岗站2;2021/4/13  5:38:19 AM;-514;2021/4/13  5:38:19 AM;-514;;
26;HF50702;73;正常;上行;PS4;2021/4/13  5:38:37 AM;-436;2021/4/13  5:38:37 AM;-436;;
3;HF50502;73;正常;上行;塘西河公园站2;2021/4/13  5:38:45 AM;-608;2021/4/13  5:38:45 AM;-608;;
7;HF50602;72;正常;上行;万达城站2;2021/4/13  5:39:09 AM;-526;2021/4/13  5:39:09 AM;-526;;
26;HF50702;73;正常;上行;九联圩站2;2021/4/13  5:39:13 AM;-442;2021/4/13  5:39:13 AM;-442;;
17;ZG50302;64;正常;上行;南站南广场2;2021/4/13  5:39:16 AM;-540;2021/4/13  5:39:16 AM;-540;;
7;HF50602;72;正常;上行;PS22;2021/4/13  5:39:26 AM;-534;2021/4/13  5:39:26 AM;-534;;
3;HF50502;73;正常;上行;紫庐站2;2021/4/13  5:39:52 AM;-627;2021/4/13  5:39:52 AM;-627;;
