25;HF50202;72;正常;上行;PS3;2021/4/10  5:12:43 AM;-862;2021/4/10  5:12:43 AM;-862;;
25;HF50202;72;正常;上行;九联圩站2;2021/4/10  5:13:21 AM;-866;2021/4/10  5:13:21 AM;-866;;
25;HF50202;72;正常;上行;丙子铺站2;2021/4/10  5:14:26 AM;-884;2021/4/10  5:14:26 AM;-884;;
25;HF50202;72;正常;上行;万年埠站2;2021/4/10  5:15:36 AM;-905;2021/4/10  5:15:36 AM;-905;;
25;HF50202;72;正常;上行;万达城站2;2021/4/10  5:16:29 AM;-925;2021/4/10  5:16:29 AM;-925;;
25;HF50202;72;正常;上行;PS22;2021/4/10  5:16:45 AM;-934;2021/4/10  5:16:45 AM;-934;;
25;HF50202;72;正常;上行;云谷路站2;2021/4/10  5:17:23 AM;-945;2021/4/10  5:17:23 AM;-945;;
25;HF50202;72;正常;上行;金斗公园站2;2021/4/10  5:18:33 AM;-968;2021/4/10  5:18:33 AM;-968;;
25;HF50202;72;正常;上行;塘西河公园站2;2021/4/10  5:19:29 AM;-991;2021/4/10  5:19:29 AM;-991;;
3;ZG50302;64;正常;上行;PS4;2021/4/10  5:19:36 AM;-645;2021/4/10  5:19:36 AM;-645;;
3;ZG50302;64;正常;上行;九联圩站2;2021/4/10  5:20:13 AM;-650;2021/4/10  5:20:13 AM;-650;;
25;HF50202;72;正常;上行;紫庐站2;2021/4/10  5:20:35 AM;"-1;011";2021/4/10  5:20:35 AM;"-1;011";;
25;HF50202;72;正常;上行;PS24;2021/4/10  5:20:55 AM;"-1;014";2021/4/10  5:20:55 AM;"-1;014";;
3;ZG50302;64;正常;上行;丙子铺站2;2021/4/10  5:21:18 AM;-668;2021/4/10  5:21:18 AM;-668;;
25;HF50202;72;正常;上行;滨湖会展中心站2;2021/4/10  5:22:02 AM;"-1;042";2021/4/10  5:22:02 AM;"-1;042";;
1;HF50402;72;正常;上行;PS3;2021/4/10  5:22:13 AM;-683;2021/4/10  5:22:13 AM;-683;;
3;ZG50302;64;正常;上行;万年埠站2;2021/4/10  5:22:28 AM;-689;2021/4/10  5:22:28 AM;-689;;
1;HF50402;72;正常;上行;九联圩站2;2021/4/10  5:22:51 AM;-687;2021/4/10  5:22:51 AM;-687;;
3;ZG50302;64;正常;上行;万达城站2;2021/4/10  5:23:21 AM;-709;2021/4/10  5:23:21 AM;-709;;
3;ZG50302;64;正常;上行;PS22;2021/4/10  5:23:37 AM;-718;2021/4/10  5:23:37 AM;-718;;
1;HF50402;72;正常;上行;丙子铺站2;2021/4/10  5:23:56 AM;-705;2021/4/10  5:23:56 AM;-705;;
3;ZG50302;64;正常;上行;云谷路站2;2021/4/10  5:24:16 AM;-728;2021/4/10  5:24:16 AM;-728;;
25;HF50202;72;正常;上行;高王站2;2021/4/10  5:24:19 AM;"-1;067";2021/4/10  5:24:19 AM;"-1;067";;
25;HF50202;72;正常;上行;PS20;2021/4/10  5:24:51 AM;"-1;085";2021/4/10  5:24:51 AM;"-1;085";;
1;HF50402;72;正常;上行;万年埠站2;2021/4/10  5:25:06 AM;-726;2021/4/10  5:25:06 AM;-726;;
3;ZG50302;64;正常;上行;金斗公园站2;2021/4/10  5:25:25 AM;-752;2021/4/10  5:25:25 AM;-752;;
1;HF50402;72;正常;上行;万达城站2;2021/4/10  5:25:58 AM;-747;2021/4/10  5:25:58 AM;-747;;
25;HF50202;72;正常;上行;骆岗站2;2021/4/10  5:26:00 AM;"-1;057";2021/4/10  5:26:00 AM;"-1;057";;
1;HF50402;72;正常;上行;PS22;2021/4/10  5:26:15 AM;-755;2021/4/10  5:26:15 AM;-755;;
3;ZG50302;64;正常;上行;塘西河公园站2;2021/4/10  5:26:21 AM;-775;2021/4/10  5:26:21 AM;-775;;
1;HF50402;72;正常;上行;云谷路站2;2021/4/10  5:26:53 AM;-766;2021/4/10  5:26:53 AM;-766;;
25;HF50202;72;正常;上行;南站南广场2;2021/4/10  5:26:57 AM;"-1;083";2021/4/10  5:26:57 AM;"-1;083";;
3;ZG50302;64;正常;上行;紫庐站2;2021/4/10  5:27:28 AM;-794;2021/4/10  5:27:28 AM;-794;;
3;ZG50302;64;正常;上行;PS24;2021/4/10  5:27:47 AM;-798;2021/4/10  5:27:47 AM;-798;;
25;HF50202;72;正常;上行;合肥南站2;2021/4/10  5:27:53 AM;"-1;102";2021/4/10  5:27:53 AM;"-1;102";;
21;HF50502;73;正常;上行;PS4;2021/4/10  5:27:58 AM;-604;2021/4/10  5:27:58 AM;-604;;
1;HF50402;72;正常;上行;金斗公园站2;2021/4/10  5:28:02 AM;-790;2021/4/10  5:28:02 AM;-790;;
21;HF50502;73;正常;上行;九联圩站2;2021/4/10  5:28:35 AM;-609;2021/4/10  5:28:35 AM;-609;;
25;HF50202;72;正常;上行;望湖城站2;2021/4/10  5:28:41 AM;"-1;126";2021/4/10  5:28:41 AM;"-1;126";;
3;ZG50302;64;正常;上行;滨湖会展中心站2;2021/4/10  5:28:54 AM;-826;2021/4/10  5:28:54 AM;-826;;
1;HF50402;72;正常;上行;塘西河公园站2;2021/4/10  5:28:59 AM;-812;2021/4/10  5:28:59 AM;-812;;
21;HF50502;73;正常;上行;丙子铺站2;2021/4/10  5:29:39 AM;-628;2021/4/10  5:29:39 AM;-628;;
1;HF50402;72;正常;上行;紫庐站2;2021/4/10  5:30:05 AM;-832;2021/4/10  5:30:05 AM;-832;;
25;HF50202;72;正常;上行;葛大店站2;2021/4/10  5:30:23 AM;"-1;151";2021/4/10  5:30:23 AM;"-1;151";;
1;HF50402;72;正常;上行;PS24;2021/4/10  5:30:25 AM;-835;2021/4/10  5:30:25 AM;-835;;
6;HF50602;72;正常;上行;PS3;2021/4/10  5:30:25 AM;-615;2021/4/10  5:30:25 AM;-615;;
21;HF50502;73;正常;上行;万年埠站2;2021/4/10  5:30:50 AM;-648;2021/4/10  5:30:50 AM;-648;;
6;HF50602;72;正常;上行;九联圩站2;2021/4/10  5:31:03 AM;-619;2021/4/10  5:31:03 AM;-619;;
3;ZG50302;64;正常;上行;高王站2;2021/4/10  5:31:11 AM;-851;2021/4/10  5:31:11 AM;-851;;
25;HF50202;72;正常;上行;秋浦河路站2;2021/4/10  5:31:23 AM;"-1;178";2021/4/10  5:31:23 AM;"-1;178";;
25;HF50202;72;正常;上行;PS18;2021/4/10  5:31:39 AM;"-1;198";2021/4/10  5:31:39 AM;"-1;198";;
21;HF50502;73;正常;上行;万达城站2;2021/4/10  5:31:42 AM;-669;2021/4/10  5:31:42 AM;-669;;
3;ZG50302;64;正常;上行;PS20;2021/4/10  5:31:43 AM;-869;2021/4/10  5:31:43 AM;-869;;
21;HF50502;73;正常;上行;PS22;2021/4/10  5:31:59 AM;-677;2021/4/10  5:31:59 AM;-677;;
6;HF50602;72;正常;上行;丙子铺站2;2021/4/10  5:32:08 AM;-637;2021/4/10  5:32:08 AM;-637;;
1;HF50402;72;正常;上行;滨湖会展中心站2;2021/4/10  5:32:16 AM;-819;2021/4/10  5:32:16 AM;-819;;
25;HF50202;72;正常;上行;朱岗站2;2021/4/10  5:32:26 AM;"-1;200";2021/4/10  5:32:26 AM;"-1;200";;
21;HF50502;73;正常;上行;云谷路站2;2021/4/10  5:32:37 AM;-688;2021/4/10  5:32:37 AM;-688;;
3;ZG50302;64;正常;上行;骆岗站2;2021/4/10  5:32:51 AM;-842;2021/4/10  5:32:51 AM;-842;;
6;HF50602;72;正常;上行;万年埠站2;2021/4/10  5:33:18 AM;-658;2021/4/10  5:33:18 AM;-658;;
21;HF50502;73;正常;上行;金斗公园站2;2021/4/10  5:33:46 AM;-712;2021/4/10  5:33:46 AM;-712;;
3;ZG50302;64;正常;上行;南站南广场2;2021/4/10  5:33:49 AM;-867;2021/4/10  5:33:49 AM;-867;;
25;HF50202;72;正常;上行;合工大南区站2;2021/4/10  5:33:56 AM;"-1;233";2021/4/10  5:33:56 AM;"-1;233";;
6;HF50602;72;正常;上行;万达城站2;2021/4/10  5:34:11 AM;-678;2021/4/10  5:34:11 AM;-678;;
6;HF50602;72;正常;上行;PS22;2021/4/10  5:34:27 AM;-687;2021/4/10  5:34:27 AM;-687;;
21;HF50502;73;正常;上行;塘西河公园站2;2021/4/10  5:34:42 AM;-735;2021/4/10  5:34:42 AM;-735;;
3;ZG50302;64;正常;上行;合肥南站2;2021/4/10  5:34:44 AM;-887;2021/4/10  5:34:44 AM;-887;;
25;HF50202;72;正常;上行;包公园站2;2021/4/10  5:34:59 AM;"-1;259";2021/4/10  5:34:59 AM;"-1;259";;
6;HF50602;72;正常;上行;云谷路站2;2021/4/10  5:35:05 AM;-698;2021/4/10  5:35:05 AM;-698;;
4;HF50702;73;正常;上行;PS4;2021/4/10  5:35:30 AM;-539;2021/4/10  5:35:30 AM;-539;;
3;ZG50302;64;正常;上行;望湖城站2;2021/4/10  5:35:32 AM;-911;2021/4/10  5:35:32 AM;-911;;
21;HF50502;73;正常;上行;紫庐站2;2021/4/10  5:35:48 AM;-755;2021/4/10  5:35:48 AM;-755;;
1;HF50402;72;加速;上行;高王站2;2021/4/10  5:35:56 AM;-761;2021/4/10  5:35:56 AM;-761;;
4;HF50702;73;正常;上行;九联圩站2;2021/4/10  5:36:08 AM;-543;2021/4/10  5:36:08 AM;-543;;
21;HF50502;73;正常;上行;PS24;2021/4/10  5:36:08 AM;-758;2021/4/10  5:36:08 AM;-758;;
25;HF50202;72;正常;上行;大东门站2;2021/4/10  5:36:09 AM;"-1;289";2021/4/10  5:36:09 AM;"-1;289";;
6;HF50602;72;正常;上行;金斗公园站2;2021/4/10  5:36:15 AM;-721;2021/4/10  5:36:15 AM;-721;;
25;HF50202;72;正常;上行;PS16;2021/4/10  5:36:26 AM;"-1;317";2021/4/10  5:36:26 AM;"-1;317";;
1;HF50402;72;加速;上行;PS20;2021/4/10  5:36:27 AM;-780;2021/4/10  5:36:27 AM;-780;;
25;HF50202;1;正常;上行;明光路站2;2021/4/10  5:37:05 AM;"-1;321";2021/4/10  5:37:05 AM;"-1;321";;
6;HF50602;72;正常;上行;塘西河公园站2;2021/4/10  5:37:11 AM;-744;2021/4/10  5:37:11 AM;-744;;
4;HF50702;73;正常;上行;丙子铺站2;2021/4/10  5:37:12 AM;-562;2021/4/10  5:37:12 AM;-562;;
3;ZG50302;64;正常;上行;葛大店站2;2021/4/10  5:37:14 AM;-936;2021/4/10  5:37:14 AM;-936;;
21;HF50502;73;正常;上行;滨湖会展中心站2;2021/4/10  5:37:15 AM;-786;2021/4/10  5:37:15 AM;-786;;
1;HF50402;72;加速;上行;骆岗站2;2021/4/10  5:37:34 AM;-754;2021/4/10  5:37:34 AM;-754;;
7;HF50802;137;正常;上行;PS3;2021/4/10  5:38:10 AM;-629;2021/4/10  5:38:10 AM;-629;;
3;ZG50302;64;正常;上行;秋浦河路站2;2021/4/10  5:38:14 AM;-963;2021/4/10  5:38:14 AM;-963;;
6;HF50602;72;正常;上行;紫庐站2;2021/4/10  5:38:17 AM;-764;2021/4/10  5:38:17 AM;-764;;
4;HF50702;73;正常;上行;万年埠站2;2021/4/10  5:38:22 AM;-583;2021/4/10  5:38:22 AM;-583;;
1;HF50402;72;加速;上行;南站南广场2;2021/4/10  5:38:30 AM;-781;2021/4/10  5:38:30 AM;-781;;
3;ZG50302;64;正常;上行;PS18;2021/4/10  5:38:31 AM;"-1;046";2021/4/10  5:38:31 AM;"-1;046";;
6;HF50602;72;正常;上行;PS24;2021/4/10  5:38:37 AM;-767;2021/4/10  5:38:37 AM;-767;;
7;HF50802;137;正常;上行;九联圩站2;2021/4/10  5:38:48 AM;-633;2021/4/10  5:38:48 AM;-633;;
4;HF50702;73;正常;上行;万达城站2;2021/4/10  5:39:14 AM;-604;2021/4/10  5:39:14 AM;-604;;
