23;ZG50302;64;正常;上行;PS4;2021/4/18  5:16:43 AM;-818;2021/4/18  5:16:43 AM;-818;;
23;ZG50302;64;正常;上行;九联圩站2;2021/4/18  5:17:20 AM;-823;2021/4/18  5:17:20 AM;-823;;
23;ZG50302;64;正常;上行;丙子铺站2;2021/4/18  5:18:25 AM;-841;2021/4/18  5:18:25 AM;-841;;
23;ZG50302;64;正常;上行;万年埠站2;2021/4/18  5:19:35 AM;-862;2021/4/18  5:19:35 AM;-862;;
23;ZG50302;64;正常;上行;万达城站2;2021/4/18  5:20:28 AM;-882;2021/4/18  5:20:28 AM;-882;;
23;ZG50302;64;正常;上行;PS22;2021/4/18  5:20:44 AM;-891;2021/4/18  5:20:44 AM;-891;;
23;ZG50302;64;正常;上行;云谷路站2;2021/4/18  5:21:22 AM;-902;2021/4/18  5:21:22 AM;-902;;
2;HF50402;72;正常;上行;PS3;2021/4/18  5:22:01 AM;-695;2021/4/18  5:22:01 AM;-695;;
23;ZG50302;64;正常;上行;金斗公园站2;2021/4/18  5:22:31 AM;-926;2021/4/18  5:22:31 AM;-926;;
2;HF50402;72;正常;上行;九联圩站2;2021/4/18  5:22:38 AM;-700;2021/4/18  5:22:38 AM;-700;;
23;ZG50302;64;正常;上行;塘西河公园站2;2021/4/18  5:23:28 AM;-948;2021/4/18  5:23:28 AM;-948;;
2;HF50402;72;正常;上行;丙子铺站2;2021/4/18  5:23:43 AM;-718;2021/4/18  5:23:43 AM;-718;;
23;ZG50302;64;正常;上行;紫庐站2;2021/4/18  5:24:34 AM;-968;2021/4/18  5:24:34 AM;-968;;
2;HF50402;72;正常;上行;万年埠站2;2021/4/18  5:24:54 AM;-738;2021/4/18  5:24:54 AM;-738;;
23;ZG50302;64;正常;上行;PS24;2021/4/18  5:24:54 AM;-971;2021/4/18  5:24:54 AM;-971;;
5;HF50502;73;正常;上行;PS4;2021/4/18  5:25:13 AM;-769;2021/4/18  5:25:13 AM;-769;;
2;HF50402;72;正常;上行;万达城站2;2021/4/18  5:25:46 AM;-759;2021/4/18  5:25:46 AM;-759;;
5;HF50502;73;正常;上行;九联圩站2;2021/4/18  5:25:50 AM;-774;2021/4/18  5:25:50 AM;-774;;
23;ZG50302;64;正常;上行;滨湖会展中心站2;2021/4/18  5:26:01 AM;-999;2021/4/18  5:26:01 AM;-999;;
2;HF50402;72;正常;上行;PS22;2021/4/18  5:26:03 AM;-767;2021/4/18  5:26:03 AM;-767;;
2;HF50402;72;正常;上行;云谷路站2;2021/4/18  5:26:41 AM;-778;2021/4/18  5:26:41 AM;-778;;
